,Churn,Tenure,MonthlyCharge,zTenure,zMonthlyCharge
2179,False,4.632153,137.4392,-1.1305057779458738,-0.8193544722181149
5501,False,65.33592,139.9979,1.1651347781812027,-0.7597709686728857
7247,False,45.19194,172.4742,0.40334782927879437,-0.003507344103403892
8389,False,56.43572,79.97886,0.828555005831289,-2.1574122250223065
1796,True,14.42671843,235.137219,-0.7601036967908733,1.4557032764231428
4914,True,11.40635,144.9889,-0.8743252781690746,-0.6435473917806199
7106,False,70.8569,139.965,1.3739222426818234,-0.760537098843143
2362,False,1.5183,127.482,-1.248262674855055,-1.0512241175460384
1610,False,2.294386519,172.456745,-1.2189133317067151,-0.003913812253003699
4634,True,12.65954,187.6094,-0.8269332639546537,0.3489404781726564
9571,False,54.67286,159.9656,0.7618887491758465,-0.29479050056795864
3114,True,1.304537,159.9476,-1.2563465720570095,-0.2952096599316254
3965,False,11.5365,200.1323,-0.8694033823272573,0.6405566334650129
3929,False,7.778058,124.9643,-1.0115367672793207,-1.1098528692073604
4288,False,22.05456,175.0062,-0.471640833130303,0.055454406385720044
9756,False,50.49242,137.4392,0.603796622760432,-0.8193544722181149
5638,False,71.93174,129.9915,1.4145695767319104,-0.992786316261498
3976,True,9.104003,220.1185,-0.9613933697996567,1.1059679042492645
4018,False,19.70995,194.9663,-0.5603071889480746,0.5202578960926539
6688,False,66.8244,117.4858,1.2214247783550638,-1.28400194149524
8999,False,64.61898,129.9763,1.1380221849823364,-0.9931402730574832
9901,True,67.25434,222.6143,1.237683863243507,1.1640866786847912
2596,True,10.02603,162.4937,-0.9265249805768894,-0.23591956794096286
9802,False,49.94733,124.9607,0.5831828985620752,-1.1099367010800933
4567,True,2.804449,172.4733,-1.1996242467716336,-0.003528302071587264
416,False,6.417132666,127.460067,-1.0630030196222962,-1.0517348632306665
3286,True,22.25056,182.4608,-0.46422868111342885,0.22904692818517558
7379,False,51.83423,230.1344,0.6545399885653392,1.3392044748353678
2473,True,2.446064,194.9525,-1.2131773289173857,0.5199365405805094
6469,False,36.26479,197.6288,0.06574888602656026,0.5822585519683622
1482,True,20.13119126,129.962093,-0.5443770651985869,-0.9934711062285728
3975,True,3.430472,287.6427,-1.1759498710468397,2.678379054477418
5034,False,64.9788,212.6415,1.1516295346696412,0.931853761908357
8525,False,62.59584,184.9785,1.0615128929853026,0.2876756798464971
7347,False,63.88775,230.1344,1.1103691853940771,1.3392044748353678
27,True,1.392421597,139.981577,-1.2530230312768782,-0.7601510763558376
5794,False,67.65646,162.5299,1.2528908763507796,-0.2350765918873662
363,True,12.29558653,159.965008,-0.8406969294990865,-0.29480428625369665
4733,True,8.031947,182.4833,-1.0019354210374218,0.2295708773897592
177,True,3.701557118,207.609354,-1.1656982174543487,0.8146720332840116
2932,False,22.38582,157.4836,-0.4591135398797432,-0.35258791949134133
5412,False,44.69494,162.5007,0.3845527295217207,-0.23575656152175903
5379,False,63.38899,152.4624,1.09150752753726,-0.46951475264931425
5578,False,59.2505,162.4653,0.9350018285560694,-0.2365809082703032
431,True,5.02568958,184.978458,-1.1156233649093394,0.2876747018079817
4855,True,15.1631,227.4754,-0.7322558797538099,1.2772853221692622
6703,False,64.67729,202.65,1.1402273002073566,0.6991853851263351
9000,False,69.35043,157.4836,1.3169519128406995,-0.35258791949134133
8044,False,65.9999,112.4844,1.1902445776514274,-1.4004676993531797
5401,False,65.24071,114.9838,1.1615342118877,-1.342265093044919
5877,False,60.92178,114.9509,0.9982047949987294,-1.3430312232151764
752,False,14.08292576,195.006206,-0.7731049393027459,0.5211871724019033
6235,True,55.20546,262.6106,0.7820301377686382,2.0954657707417175
4175,False,13.70911,124.9607,-0.787241568075314,-1.1099367010800933
7529,True,50.65407,270.1604,0.6099097573192466,2.271275179842344
8400,False,59.14986,169.9671,0.931195915398017,-0.06188925747278876
9870,False,54.02641,114.9728,0.7374418835059062,-1.3425212459893818
6802,False,71.50744,120.0035,1.398523780299463,-1.225373189833918
8374,False,59.48183,162.447,0.9437500587910872,-0.23700705362336466
2192,True,17.98438,159.9476,-0.6255632458652046,-0.2952096599316254
3517,False,2.921217,114.9509,-1.1952084193904786,-1.3430312232151764
4624,False,10.14235,79.97886,-0.9221260952574872,-2.1574122250223065
5195,True,59.05164,255.1665,0.9274815196271122,1.9221177585710683
1788,True,2.095488213,247.664655,-1.2264350892575862,1.747425059875144
9768,False,69.08879,245.1283,1.3070574462402151,1.688361896106644
1055,True,8.713385365,232.641455,-0.9761653967950232,1.3975853403063434
5676,False,68.00844,92.5018,1.2662017399574088,-1.8657951382646973
421,False,3.238699239,162.460772,-1.183202161134736,-0.2366863501368972
8441,False,66.74044,112.4844,1.2182496544604888,-1.4004676993531797
4643,True,20.91805,124.9607,-0.514620347868556,-1.1099367010800933
268,True,7.425503428,220.114868,-1.0248693595339533,1.105883327204329
25,True,4.157658837,92.455141,-1.1484497721666669,-1.8668816691952155
7309,False,64.29382,207.6094,1.1257255760547509,0.8146731044690521
8886,False,63.39683,182.4676,1.0918040136179352,0.2292052772781163
2360,False,20.14176,169.9378,-0.5439773860786541,-0.06257155577031247
3018,False,21.73641,182.4653,-0.483672344171979,0.22915171802609244
6543,False,40.87895,174.9699,0.240243045976458,0.05460910166899182
8169,False,56.36817,182.4538,0.8260004605826162,0.22888392176597172
336,True,6.485034974,124.960655,-1.0604351511060073,-1.1099377489785025
9690,False,48.07729,129.995,0.5124634049006705,-0.9927048130518962
206,False,3.043063167,174.975543,-1.1906005504492672,0.05474050812950117
6049,False,67.57419,154.9618,1.249779663358799,-0.4113121463410535
4493,False,15.73713,177.6508,-0.7105477286199005,0.11703823156089237
8322,False,66.16108,210.127,1.1963399381722426,0.8732995274672427
6219,False,62.8196,172.4848,1.0699748477572195,-0.0032605058114665506
3427,True,4.075856,192.4567,-1.1515433184077668,0.46181776614498277
7345,False,66.49135,174.9919,1.2088297924916969,0.055121407557917654
9813,False,40.43984,129.9778,0.2236371782615108,-0.9931053431105111
3641,False,3.636783,137.4872,-1.168147786889935,-0.8182367139150035
8180,False,63.60495,204.9634,1.0996745089125874,0.7530566780100392
3746,True,5.962119,287.6427,-1.0802103178985574,2.678379054477418
162,False,5.972864167,139.934918,-1.0798039668207478,-0.7612376072863553
4752,False,11.89052,152.4441,-0.856015371832289,-0.4699408980023757
2295,True,14.7857,210.1051,-0.7465280540965054,0.8727895502414478
8188,False,43.99275,140.0013,0.3579979385792265,-0.7596917941264154
2075,False,8.084289,184.9853,-0.9999559982778954,0.2878340289394379
2264,False,4.719731,127.475,-1.1271938317758035,-1.0513871239652421
6321,False,57.76658,192.4404,0.8788842743679067,0.46143819405455117
5416,False,69.2962,232.624,1.3149010913923571,1.397178872156743
2375,False,2.590677,149.9483,-1.207708484327507,-0.528059672437903
6893,False,59.34372,190.127,0.9385271388163396,0.40756690117084704
1901,False,2.596050259,94.972827,-1.2075052832431497,-1.8082532435467322
4842,True,4.820891,212.6415,-1.1233682537246452,0.931853761908357
2836,False,7.606099,152.4884,-1.0180397583439618,-0.4689093002351287
6289,False,59.33259,112.4551,0.9381062344696673,-1.4011499976507038
1303,False,25.88644227,164.988941,-0.32673014998742184,-0.17781381073234015
400,True,8.611218573,220.118516,-0.9800290488020658,1.1059682768353654
415,False,5.2551003,200.165175,-1.1069477162820918,0.641322181469488
3066,True,10.02202,202.4433,-0.9266766271564183,0.6943720384335615
1823,False,12.54841227,114.972827,-0.8311357926691952,-1.3425206172503366
1105,False,13.46926706,152.455519,-0.7963117330317121,-0.4696749879593914
1975,False,12.57273206,204.979684,-0.8302160886870603,0.7534358775143694
5597,False,48.29494,107.4806,0.5206942971785922,-1.5169893451262748
9220,False,43.86959,220.1323,0.3533403842812765,1.1062892597614085
7930,False,46.39161,147.4893,0.44871587218738296,-0.5853214988410449
4702,True,11.739,225.1457,-0.8617454191465583,1.2230344571951264
4665,True,6.360959,172.4624,-1.065127344886261,-0.0037821263529186216
1947,False,21.6132385,127.473844,-0.4883303333666035,-1.0514140433110422
7539,False,65.25688,162.4713,1.1621457144290916,-0.23644118848241427
7218,False,61.11248,172.4404,1.005416516374331,-0.004294432241844456
7046,False,60.2958,197.4725,0.974532045409327,0.5786188514938555
1414,True,3.847102787,149.992756,-1.1601941020256463,-0.5270244419561707
8649,False,55.88646,172.4579,0.807783584317063,-0.00388691619383548
3094,True,3.046588,204.9496,-1.1904672514797259,0.7527353224978947
7771,False,71.98828,162.4713,1.4167077556861658,-0.23644118848241427
9368,False,71.96367,92.5018,1.4157770768028222,-1.8657951382646973
5145,False,63.656,197.4945,1.101605071976166,0.5791311573827813
9507,False,48.31275,204.9634,0.5213678197674726,0.7530566780100392
3034,True,18.24928,232.6378,-0.6155454955117865,1.3975002276688875
8929,True,42.47353,242.6106,0.300545440685984,1.6297331444453225
9424,False,59.20792,142.4827,0.9333915763475056,-0.7019083471818214
5734,False,71.02256,104.9781,1.3801870238201672,-1.5752641399916114
8830,False,65.66957,255.1372,1.1777524543058455,1.921435460273544
2821,False,7.837878,230.1051,-1.009274548230089,1.3385221765378434
9435,False,68.00653,194.9663,1.2661295092923466,0.5202578960926539
9331,False,53.99857,159.9794,0.7363890553826932,-0.29446914505581406
1989,True,1.722680046,142.515576,-1.2405336137827707,-0.701142775890715
3916,False,2.348003,104.9923,-1.2168857117690526,-1.5749334698269408
4154,True,3.988032,182.4676,-1.1548645675849605,0.2292052772781163
8513,False,43.02146,120.0035,0.32126656545438115,-1.225373189833918
5521,False,53.22972,162.4827,0.7073133764124193,-0.2361757208854258
4269,True,4.072959,240.1149,-1.1516528745526284,1.5716166986729267
9896,False,68.57996,287.6427,1.28781497016498,2.678379054477418
3260,False,10.58401,184.967,-0.9054237939321168,0.2874078835863771
6059,False,64.20616,112.4551,1.122410528882306,-1.4011499976507038
1087,True,11.24061076,255.119794,-0.8805930559345908,1.9210301331688784
3452,True,6.416264,152.4798,-1.0630358700531324,-0.4691095652644362
5263,False,65.61044,149.9845,1.1755163290570816,-0.5272166963843063
5609,False,61.47987,172.4579,1.0193101415247359,-0.00388691619383548
4316,False,15.10612,107.4958,-0.7344106982330011,-1.5166353883302894
9097,False,64.74166,232.624,1.1426615870712657,1.397178872156743
3402,True,3.545553,152.4624,-1.171597841116973,-0.46951475264931425
7458,False,61.46682,92.5018,1.0188166283419797,-1.8657951382646973
3466,True,7.047021,262.6106,-1.0391824681668698,2.0954657707417175
5309,False,67.429,137.4686,1.244288998300993,-0.8186698452574589
1065,True,4.187033385,157.469817,-1.1473389118850192,-0.35290887913075325
429,False,16.52138638,105.010962,-0.6808894250037607,-1.5744988947133436
3547,False,1.453022,120.0049,-1.2507312996476956,-1.2253405885500772
624,True,2.08299524,144.988941,-1.2269075372933957,-0.6435464370287358
8491,False,61.74695,182.4653,1.0294103331607907,0.22915171802609244
3688,True,8.116071,172.4624,-0.998754095138098,-0.0037821263529186216
8650,False,57.51975,252.6378,0.869549879049922,1.8632328539652832
7754,False,68.69674,179.9476,1.2922312513513605,0.1705229663647702
3288,False,20.45201,127.4601,-0.5322446301437807,-1.051734094771833
9199,False,48.61807,207.6094,0.5329141373888604,0.8146731044690521
2582,False,22.34478,194.9744,-0.46066555375103146,0.5204465178063044
8872,False,60.05643,137.4392,0.9654797656732089,-0.8193544722181149
6082,True,45.7211,207.4754,0.42335912704026935,0.8115526958728665
7189,False,43.59094,159.9349,0.3428026487736134,-0.2955054001493235
930,False,5.134989649,184.971516,-1.1114899530374882,0.28751304601339467
617,True,5.770302149,182.490006,-1.0874642753424866,0.22972703753935592
6272,False,54.67507,162.4689,0.7619723249715469,-0.23649707639757037
8075,False,60.57969,159.983,0.9852679425321352,-0.2943853131830806
6001,False,70.62164,242.6106,1.365025391235447,1.6297331444453225
8574,False,59.00593,214.9525,0.9257528998888912,0.985669166876905
9063,False,60.8833,222.6362,0.996749592908886,1.164596655910586
5803,False,66.99754,192.4885,1.2279724314173168,0.4625582810207935
1961,True,8.205103396,229.993134,-0.9953871479259626,1.3359148655760484
9459,False,58.87612,160.0013,0.9208438618617972,-0.2939591678300198
8889,False,46.75485,112.4551,0.4624525563639612,-1.4011499976507038
2920,False,16.93921,167.4564,-0.6650885464951859,-0.12035500271490646
4583,True,8.850759,127.4586,-0.9709703240106835,-1.0517690247188052
6674,False,71.29664,117.4872,1.3905519351711104,-1.2839693402113992
3083,True,8.268061,232.6228,-0.9930062737858291,1.3971509281991656
2937,False,12.05316,212.6415,-0.8498647983423687,0.931853761908357
5191,False,63.05897,255.1372,1.0790271274933378,1.921435460273544
2627,True,24.2732,275.1336,-0.38773829766745804,2.387084254697206
1248,True,2.694014031,157.483594,-1.2038005772726885,-0.35258805921112885
2606,True,8.867664,252.6378,-0.9703310258992283,1.8632328539652832
9392,False,50.67652,235.1372,0.6107587512619956,1.4557028339771483
4392,False,4.225661,192.4885,-1.1458781274236451,0.4625582810207935
6620,False,66.58209,124.9781,1.2122613163386924,-1.1095315136952157
3673,False,2.277916,149.9598,-1.2195361990058213,-0.5277918761777822
2752,True,9.151288,242.6143,-0.9596051881255857,1.6298193049811869
7071,False,61.343,102.4746,1.014134114756626,-1.6335622214882628
5065,False,61.32409,159.9642,1.013418993355406,-0.29482310185179916
492,False,6.935335786,129.977753,-1.0434060793107736,-0.9931064375821828
2314,True,21.08084,207.4811,-0.5084641018133167,0.8116854296713608
7992,False,65.50762,242.6281,1.1716279746163931,1.6301406604933315
2921,False,10.16511,174.9581,-0.9212653780130788,0.05433431941947709
1270,True,4.61174735,194.976769,-1.1312774604958897,0.5205016838358888
2000,True,10.50826,242.6573,-0.9082884394182301,1.6308206301277242
680,False,7.320050181,92.455141,-1.0288572957453666,-1.8668816691952155
6222,True,57.59524,200.1323,0.8724046920894821,0.6405566334650129
1208,False,19.9235245,172.462354,-0.5522304202698711,-0.003783197537959046
6573,False,47.67299,102.4746,0.4971739505107613,-1.6335622214882628
8300,False,61.75393,245.1283,1.0296742965336365,1.688361896106644
1491,True,3.468872554,162.460772,-1.1744976733744918,-0.2366863501368972
6103,False,61.28932,164.9785,1.0121040927144533,-0.1780569464498985
8594,False,67.10152,252.6378,1.2319046536964726,1.8632328539652832
5986,True,50.69944,275.1336,0.6116255192427446,2.387084254697206
1727,False,13.72354614,149.962093,-0.7866956350946157,-0.5277384799321772
837,False,23.956929,129.994975,-0.39969875037423763,-0.9927053952176789
2233,False,8.492867,137.4616,-0.9845047623250872,-0.8188328516766628
3058,True,7.296904,164.967,-1.0297326172360914,-0.17832474271001855
5414,True,64.99757,217.484,1.152339361676563,1.044619274050372
1998,False,6.093194674,217.472533,-1.075253415748546,1.0443522462490846
962,False,8.015401085,114.983787,-1.0025611395947602,-1.342265395771126
3505,False,6.023347,137.4686,-1.077894852369531,-0.8186698452574589
9654,False,66.969,184.9496,1.2268931313226146,0.287002696201499
8303,False,65.22821,210.1563,1.1610614981111136,0.8739818257647664
497,True,10.77929667,142.452604,-0.8980386179887028,-0.7026091816378719
2493,False,6.116652,127.4601,-1.0743663276555797,-1.051734094771833
3950,False,7.022294,187.4673,-1.040117571651162,0.3456314478628205
5883,False,65.54969,204.9634,1.1732189401028719,0.7530566780100392
2860,True,8.36006,262.6106,-0.9895271382072556,2.0954657707417175
4191,True,23.40043,162.4676,-0.4207439298907602,-0.23652734901827932
5073,False,66.50929,134.9509,1.2095082313038534,-0.8772985969187811
5489,False,67.2235,192.4705,1.2365175838139133,0.4621391216571267
9289,False,51.74916,197.6288,0.6513228876874033,0.5822585519683622
5667,False,52.14985,129.9621,0.6664758223386343,-0.993470943222154
3980,False,5.614935,144.9607,-1.093339810683386,-0.6442040747836978
4485,True,10.96384,240.1149,-0.8910597240312531,1.5716166986729267
1808,False,2.92969581,204.979684,-1.1948877753667941,0.7534358775143694
8552,False,44.68507,124.9607,0.3841794747237281,-1.1099367010800933
13,False,16.87922024,184.971516,-0.6673571853756747,0.28751304601339467
8200,False,49.67473,169.9741,0.5728739565222797,-0.0617262510535849
4396,False,1.15025,164.9715,-1.2621812592928638,-0.17821995286910236
6323,False,63.27315,200.1323,1.087126794426879,0.6405566334650129
7505,False,66.85534,137.4872,1.2225948394948705,-0.8182367139150035
1925,False,3.835182255,172.47417,-1.1606449020016973,-0.0035080427023435586
3656,False,8.161101,140.0049,-0.9970511910293232,-0.7596079622536819
4271,True,2.337769,207.6094,-1.2172727319922192,0.8146731044690521
2861,True,9.693608,129.9598,-0.9390962173001207,-0.9935245024741779
8807,False,62.23897,139.9512,1.0480171037492725,-0.7608584543552875
9377,False,62.91372,149.9776,1.073534193409404,-0.5273773741403787
4727,True,3.665202,104.9629,-1.1670730626645904,-1.5756180967875963
2557,False,10.69505,137.4698,-0.9012245829119447,-0.8186419012998816
115,False,23.34617699,162.452604,-0.4227956215106224,-0.23687655534147628
6361,False,60.46139,192.4404,0.9807941793505219,0.46143819405455117
1393,False,2.619468979,162.468917,-1.2066196551172281,-0.23649668052483772
5554,False,48.35393,132.466,0.5229251280330586,-0.9351635470729764
1926,False,7.918255804,169.967067,-1.0062348926074844,-0.0618900259316222
3002,False,5.519258,225.1786,-1.0969580375635823,1.2238005873653837
9603,False,51.23358,129.9621,0.6318251461728117,-0.993470943222154
7044,False,41.63772,127.4601,0.2689375285572925,-1.051734094771833
532,True,8.650238791,137.439154,-0.9785534172329456,-0.8193555434031553
5810,False,59.6057,182.447,0.9484344632315472,0.22872557267303098
2768,True,18.55263,232.652,-0.6040736775815887,1.3978308978335579
5979,False,65.29336,197.4876,1.1635252823146818,0.578970479626709
4367,True,11.86797,242.6143,-0.856868147485251,1.6298193049811869
7362,False,68.80222,232.652,1.2962201992837068,1.3978308978335579
1404,False,3.871799525,252.62403,-1.1592601429624987,1.8629121970520783
6294,False,71.20584,207.6094,1.387118142297987,0.8146731044690521
6959,False,44.9964,242.6281,0.39595307312889855,1.6301406604933315
7437,False,70.18772,255.1417,1.3486157942805388,1.92154025011446
8613,False,52.25168,159.9349,0.6703267378482174,-0.2955054001493235
1867,False,14.45556293,149.977753,-0.7590128813885737,-0.5273738112857872
261,True,3.379756569,202.443347,-1.1778677816803769,0.6943731329052333
8571,False,36.19603,112.4551,0.0631485820843141,-1.4011499976507038
6109,False,64.61204,152.4441,1.1377597342935757,-0.4699408980023757
524,True,1.502124145,139.99789,-1.2488743988155802,-0.7597712015391983
5248,False,65.28829,210.1051,1.1633335496068982,0.8727895502414478
2054,False,2.654262,192.4404,-1.2053038838887675,0.46143819405455117
7119,False,60.45093,142.5007,0.9803986124622744,-0.7014891878181546
8619,False,65.19543,127.4601,1.1598218535033933,-1.051734094771833
5651,False,61.91778,222.6362,1.0358706287171306,1.164596655910586
634,True,3.769989038,242.632554,-1.1631103205469682,1.6302443791492078
2139,False,3.362461,127.4887,-1.1785218499795929,-1.0510680971162292
8992,False,54.28874,204.9634,0.7473624439068581,0.7530566780100392
8496,False,66.89948,184.961,1.224264086382752,0.28726816379848813
24,True,5.770390256,162.511928,-1.0874609433910694,-0.23549509922535583
6642,False,61.96931,217.484,1.0378193439897303,1.044619274050372
1756,True,7.712199324,222.660939,-1.0140273515555558,1.1651727438826838
585,False,9.232644617,184.967019,-0.956528516631797,0.2874083260323716
6849,False,50.60484,182.4653,0.608048021381539,0.22915171802609244
6209,False,65.68601,107.4806,1.178374167464812,-1.5169893451262748
7163,False,66.67798,262.6106,1.2158875982616422,2.0954657707417175
3165,True,6.894406,174.991,-1.044953925207968,0.055100449589734944
3782,False,15.58596,124.9607,-0.7162645399484252,-1.1099367010800933
4148,False,2.647286,127.4421,-1.205567695993205,-1.0521532541354999
767,False,4.603347641,159.983006,-1.1315951131489792,-0.294385173463293
3269,False,29.19298,164.967,-0.20168647496553466,-0.17832474271001855
7649,False,58.76049,159.9942,0.9164710703428626,-0.29412450291235454
8676,False,49.11678,204.9634,0.551773904390571,0.7530566780100392
9932,True,55.74644,255.1336,0.8024884336772532,1.9213516284008105
3806,False,3.263347,149.9778,-1.1822700542397993,-0.5273727168141155
1246,False,10.36025557,182.45383,-0.9138855380627751,0.2288846203649114
6906,True,38.56823,232.624,0.15285831174976713,1.397178872156743
4117,False,12.50526,202.4433,-0.8327676864707932,0.6943720384335615
2862,False,8.24734,162.4538,-0.9937898819590006,-0.23684870453042392
7952,False,58.17786,159.9942,0.8944376921306619,-0.29412450291235454
732,True,21.05353987,204.949594,-0.5094965136176044,0.7527351827781065
5653,False,41.94323,140.0013,0.28049103142808435,-0.7596917941264154
5045,False,69.26833,207.6094,1.3138471287560805,0.8146731044690521
4737,False,9.712168,92.48802,-0.9383943318846453,-1.8661160280442153
3787,True,3.924965,245.1457,-1.157249578764798,1.688767083491522
8583,False,64.34133,104.9923,1.1275222665768003,-1.5749334698269408
6005,False,56.08957,114.9728,0.8154646159300595,-1.3425212459893818
6465,False,57.01834,124.9643,0.8505880058724686,-1.1098528692073604
740,False,2.282601557,124.97808,-1.2193590048182308,-1.1095319794278418
7361,False,63.42517,117.4835,1.0928757502922117,-1.2840555007472638
4685,True,4.527148,230.1344,-1.1344767627547099,1.3392044748353678
708,True,10.49916723,194.966286,-0.9086323016299367,0.5202575700798158
3457,False,11.84721,172.4624,-0.8576532305254055,-0.0037821263529186216
3239,True,3.1741,169.9447,-1.1856451171533195,-0.06241087801424017
8960,False,70.69188,172.4624,1.367681664488841,-0.0037821263529186216
2935,False,4.799511,174.9755,-1.1241767833681187,0.05473950680435517
8129,False,71.88568,149.9621,1.4128277210079447,-0.5277383169257583
975,False,7.918062789,152.479779,-1.0062421918754514,-0.4691100542836939
5025,False,60.14645,159.9349,0.9688840612066733,-0.2955054001493235
1663,False,21.87100089,194.958118,-0.47858250673949737,0.5200673648752366
3187,False,3.949032,172.4885,-1.1563394345679099,-0.0031743452756021664
4578,False,4.439464,197.4876,-1.1377927175376057,0.578970479626709
1295,False,4.397705634,147.460067,-1.1393718979292806,-0.5860022369342704
6943,True,71.15704,187.6094,1.3852726677141938,0.3489404781726564
9370,False,69.25128,137.4698,1.3132023471648162,-0.8186419012998816
8405,False,50.76631,162.5005,0.6141543488619707,-0.23576121884802215
